id,sku,name,category,price,brand,stock,image
100750,SEAT COVER 904 RED,SEAT COVER 904 RED,household,5.1,Generic,100,750-800/seat-cover-904-red.jpg
100751,SEAT CUSHION TOPAZ,SEAT CUSHION TOPAZ,household,2.4,Generic,100,750-800/seat-cushion-topaz.jpg
100752,SEAT CUSHION LATOZ,SEAT CUSHION LATOZ,household,6.3,Generic,100,750-800/seat-cushion-latoz.jpg
100753,CAR MAT GREY,CAR MAT GREY,household,1.4,Generic,100,750-800/car-mat-grey.jpg
100754,HACKSAW FRAME,HACKSAW FRAME,hand-tools,5.9,Generic,100,750-800/hacksaw-frame.jpg
100755,WINDOW SCRAPER,WINDOW SCRAPER,hand-tools,1.95,Generic,100,750-800/window-scraper.jpg
100756,"Rotary Sander 450W 6""","Rotary Sander 450W 6""",tools,24,Generic,100,750-800/rotary-sander-450w-6.jpg
100757,20V  2.2A Fast intelligent charger,20V  2.2A Fast intelligent charger,tools,6.5,Generic,100,750-800/20v-2-2a-fast-intelligent-charger.jpg
100758,30m Laser Measure,30m Laser Measure,tools,32,Generic,100,750-800/30m-laser-measure.jpg
100759,20V 4.5A Fast intelligent charger,20V 4.5A Fast intelligent charger,tools,9,Generic,100,750-800/20v-4-5a-fast-intelligent-charger.jpg
100760,Combination Square 300mm,Combination Square 300mm,hand-tools,2.5,Generic,100,750-800/combination-square-300mm.jpg
100761,Knife electric wood 190MM,Knife electric wood 190MM,hand-tools,1,Generic,100,750-800/knife-electric-wood-190mm.jpg
100762,Air Blower 600w,Air Blower 600w,tools,4.75,Generic,100,750-800/air-blower-600w.jpg
100763,"Angle grinder side switch 4.5""  710watts","Angle grinder side switch 4.5""  710watts",tools,13,Generic,100,750-800/angle-grinder-side-switch-4-5-710watts.jpg
100764,"Laser Measure 0,05-100 m","Laser Measure 0,05-100 m",tools,24,Generic,100,750-800/laser-measure-0-05-100-m.jpg
100765,"20V LI-ION battery pack, 2.0Ah","20V LI-ION battery pack, 2.0Ah",tools,11,Generic,100,750-800/20v-li-ion-battery-pack-2-0ah.jpg
100766,DIGITAL CALIPER 0-150MM*/0.01MM,DIGITAL CALIPER 0-150MM*/0.01MM,hand-tools,9,Generic,100,750-800/digital-caliper-0-150mm-0-01mm.jpg
100767,Promoline All-in-One Kit - 111 pcs,Promoline All-in-One Kit - 111 pcs,tools,30,Generic,100,750-800/promoline-all-in-one-kit-111-pcs.jpg
100768,150Pcs Multi Purpose Accessory set,150Pcs Multi Purpose Accessory set,household,20,Generic,100,750-800/150pcs-multi-purpose-accessory-set.jpg
100769,KNIFE & SCISSOR SHARPENER,KNIFE & SCISSOR SHARPENER,hand-tools,2.25,Generic,100,750-800/knife-scissor-sharpener.jpg
100770,Cordless Blower 20 V,Cordless Blower 20 V,tools,25,Generic,100,750-800/cordless-blower-20-v.jpg
100771,Mini grinder 3mm 130w,Mini grinder 3mm 130w,tools,13.5,Generic,100,750-800/mini-grinder-3mm-130w.jpg
100772,AIR BLOWER  710W,AIR BLOWER  710W,tools,12.5,Generic,100,750-800/air-blower-710w.jpg
100773,"Angle Grinder 4.5"" 720 W-2","Angle Grinder 4.5"" 720 W-2",tools,10,Generic,100,750-800/angle-grinder-4-5-720-w-2.jpg
100774,Digital Temperature Control Air Heat Gun 2000 W,Digital Temperature Control Air Heat Gun 2000 W,tools,18,Generic,100,750-800/digital-temperature-control-air-heat-gun-2000-w.jpg
100775,Jigsaw 450w,Jigsaw 450w,tools,8.25,Generic,100,750-800/jigsaw-450w.jpg
100776,Self-Leveling Line Laser,Self-Leveling Line Laser,tools,18.75,Generic,100,750-800/self-leveling-line-laser.jpg
100777,"20V LI-ION battery pack, 4.0Ah","20V LI-ION battery pack, 4.0Ah",tools,15,Generic,100,750-800/20v-li-ion-battery-pack-4-0ah.jpg
100778,8mm staples crown 11.4 mm (1000pcs),8mm staples crown 11.4 mm (1000pcs),fastener,1,Generic,100,750-800/8mm-staples-crown-11-4-mm-1000pcs.jpg
100779,P1000 Abranet 125mm sanding disc,P1000 Abranet 125mm sanding disc,tools,0.35,Generic,100,750-800/p1000-abranet-125mm-sanding-disc.jpg
100780,450w spray gun,450w spray gun,paint-tool,12,Generic,100,750-800/450w-spray-gun.jpg
100781,GARDEN SPRAYER ADAPTOR 3PCS,GARDEN SPRAYER ADAPTOR 3PCS,gardening,1,Generic,100,750-800/garden-sprayer-adaptor-3pcs.jpg
100782,Reciprocating saw 750w,Reciprocating saw 750w,tools,22.5,Generic,100,750-800/reciprocating-saw-750w.jpg
100783,ROUTER SET 6PC SET,ROUTER SET 6PC SET,tools,10.25,Generic,100,750-800/router-set-6pc-set.jpg
100784,"BENCH GRINDER  3"" 120W","BENCH GRINDER  3"" 120W",tools,15.75,Generic,100,750-800/bench-grinder-3-120w.jpg
100785,1L Bottle Sprayer,1L Bottle Sprayer,gardening,1.5,Generic,100,750-800/1l-bottle-sprayer.jpg
100786,6Pcs Screwdriver Set,6Pcs Screwdriver Set,hand-tools,3,Generic,100,750-800/6pcs-screwdriver-set.jpg
100787,Cordless Reciprocating Wood Metal Plastic Cutting 20V,Cordless Reciprocating Wood Metal Plastic Cutting 20V,tools,32,Generic,100,750-800/cordless-reciprocating-wood-metal-plastic-cutting-20v.jpg
100788,Mitre saw 1800 w 255mm,Mitre saw 1800 w 255mm,tools,82,Generic,100,750-800/mitre-saw-1800-w-255mm.jpg
100789,"Angle Grinder 4.5"" 720 W","Angle Grinder 4.5"" 720 W",tools,10,Generic,100,750-800/angle-grinder-4-5-720-w.jpg
