id,sku,name,category,price,brand,stock,image
100422,BT 7312,T.C.T Hole Saw 40mm,tools,4.5,Generic,100,400-450/t-c-t-hole-saw-40mm.png
100423,610453,32pcs Tap & Die Set,hand-tools,12.75,Generic,100,400-450/32pcs-tap-die-set.png
100424,SFX3034,"Bench Vise 2.5"" with base clamp",hand-tools,7.5,Generic,100,400-450/bench-vise-2-5-with-base-clamp.png
100425,TAMWH7006,7 Pcs Magnetic Welding Holder,tools,7.75,Generic,100,400-450/7-pcs-magnetic-welding-holder.png
100426,HWDS3503221,3.5x32mm Drywall Screw 200 pcs,fastener,1.75,Generic,100,400-450/3-5x32mm-drywall-screw-200-pcs.png
100427,HCT1001,100x2.5mm Cable Ties,hardware,0.5,Generic,100,400-450/100x2-5mm-cable-ties.png
100428,BT 7307,T.C.T Hole Saw 32mm,tools,3.5,Generic,100,400-450/t-c-t-hole-saw-32mm.png
100429,GBH 2-24 DFR,Rotary Hammer with SDS plus 790W,tools,62,Generic,100,400-450/rotary-hammer-with-sds-plus-790w.png
100430,Tap And Die Set 12 Pcs Set,Tap And Die Set 12 Pcs Set,hand-tools,4,Generic,100,400-450/tap-and-die-set-12-pcs-set.png
100431,10199,"Spring Clamp 6""",hand-tools,0.6,Generic,100,400-450/spring-clamp-6.png
100432,PW002,Plastic Welding Machine 2000W,tools,17.5,Generic,100,400-450/plastic-welding-machine-2000w.png
100433,TTVLI20101,Lithium-ion tile vibration machine 20V,tools,32,Generic,100,400-450/lithium-ion-tile-vibration-machine-20v.png
100434,HWDS3502521,3.5x25mm Drywall Screw 250 pcs,fastener,1.75,Generic,100,400-450/3-5x25mm-drywall-screw-250-pcs.png
100435,TMT47502,Digital multimeter 600V/750V,tools,11.5,Generic,100,400-450/digital-multimeter-600v-750v.png
100436,BT 7302,T.C.T Hole Saw 22mm,tools,3,Generic,100,400-450/t-c-t-hole-saw-22mm.png
100437,225-01,Flexible Shaft Attachment,tools,13.5,Generic,100,400-450/flexible-shaft-attachment.png
100438,660215,Tweezer Pointed Anti Static,hand-tools,0.75,Generic,100,400-450/tweezer-pointed-anti-static.png
100439,SFX5702,Welding Helmet,tools,14,Generic,100,400-450/welding-helmet.png
100440,HWBS5008011,5.0x80mm Chipboard Screw 80 pcs,fastener,1.75,Generic,100,400-450/5-0x80mm-chipboard-screw-80-pcs.png
100441,TMT46001,Digital Multimeter 200V / 600V,tools,8,Generic,100,400-450/digital-multimeter-200v-600v.png
100442,BT 7297,T.C.T Hole Saw 20mm,tools,2.75,Generic,100,400-450/t-c-t-hole-saw-20mm.png
100443,2615057532,575 RIGHT ANGLE ATTACHMENT,tools,15,Generic,100,400-450/575-right-angle-attachment.png
100444,Tap and Dies Set 21 Pcs Set,Tap and Dies Set 21 Pcs Set,hand-tools,5.5,Generic,100,400-450/tap-and-dies-set-21-pcs-set.png
100445,10200,"Spring Clamp 9""",hand-tools,0.75,Generic,100,400-450/spring-clamp-9.png
100446,HWBS5005011,5.0x50mm Chipboard Screw 100 pcs,fastener,1.75,Generic,100,400-450/5-0x50mm-chipboard-screw-100-pcs.png
100447,FCIF11LFX,20V Cordless Air Pump,tools,39.75,Generic,100,400-450/20v-cordless-air-pump.png
100448,TSP202S1P.41,Safety boots 41-1,safety,7.5,Generic,100,400-450/safety-boots-41-1.png
100449,TMT410002,1000Amp AC Digital Clamp Meter,tools,16.5,Generic,100,400-450/1000amp-ac-digital-clamp-meter.png
