id,sku,name,category,price,brand,stock,image
100350,3424,"Quick Ratchet Bar Clamp 12""",hand-tools,2,Tolsen,100,350-400/quick-rathchet-bar-clamp-12.png
100351,2174,Arbor (SDS Shank) 14-30MM,hand-tools,1.5,Generic,100,350-400/arborsds-shank-14-30mm.png
100352,4767,"Magnetic Welding Holder 4"" 50 LBS",tools,4,Tolsen,100,350-400/magnetic-welding-holder-4-50-lbs.png
100353,3423,"Quick Ratchet Bar Clamp 6""",hand-tools,1.5,Tolsen,100,350-400/quick-rathchet-bar-clamp-6.png
100354,2173,Arbor (Hex Shank) 30-152 MM,hand-tools,1.5,Generic,100,350-400/arborhex-shank-30-152-mm.png
100355,4766,Magnetic Welding Holder 25LBS,tools,3,Tolsen,100,350-400/magnetic-welding-holder-25lbs.png
100356,1606,F Clamp (Industrial) 120*1000,hand-tools,6,Generic,100,350-400/f-clampindustrial-120-1000.png
100357,4160,Welding Machine 350A MMA,tools,39,Generic,100,350-400/welding-machine-350a-mma.png
100358,3107,Band Saw Blade 6x2240MM,hand-tools,10.5,Generic,100,350-400/band-saw-blade-6x2240mm.png
100359,1984,American Style Electrode Holder 300A,hand-tools,2,Tolsen,100,350-400/american-style-electrode-holder-300a.png
100360,1605,F Clamp (Industrial) 120*800,hand-tools,5.25,Generic,100,350-400/f-clampindustrial-120-800.png
100361,6357,Inverter MMA Welding Machine 180A,tools,35,Total,100,350-400/inverter-mma-welding-machine-180a.png
100362,3106,100pcs Size 20 Wood Connector,hand-tools,3.5,Makita,100,350-400/100pcs-size-20-wood-connector.png
100363,1983,"Heavy Duty Folding Hand Riveter 10-32""",hand-tools,6.5,Tolsen,100,350-400/heavy-duty-folding-hand-riveter-10-32.png
100364,1604,F Clamp (Industrial) 120*500,hand-tools,4.25,Tolsen,100,350-400/f-clampindustrial-120-500.png
100365,5817,43*18.5*30cm Canvas Bag,hardware,4.75,Fixtec,100,350-400/43-18-5-30cm-canvas-bag.png
100366,4768,"Magnetic Welding Holder 5"" 75LBS",tools,5,Tolsen,100,350-400/magnetic-welding-holder-5-75lbs.png
100367,3129,General Purpose 17Pcs Set,hand-tools,6.5,Makita,100,350-400/general-purpose-17pcs-set.png
100368,1603,F Clamp (Industrial) 120*300,hand-tools,3.5,Tolsen,100,350-400/f-clampindustrial-120-300.png
100369,4564,6 Pcs Magnetic Welding Holder,tools,5.75,Total,100,350-400/6-pcs-magnetic-welding-holder.png
100370,3105,SDS-Max Cold Chisel 600,hand-tools,4.5,Makita,100,350-400/sds-max-cold-chesel600.png
100371,1602,F Clamp (Industrial) 50*250,hand-tools,1.5,Generic,100,350-400/f-clampindustrial-50-250.png
100372,5763,1500W Plastic Pipe Welding Machine - Candan,tools,22,Makute,100,350-400/1500w-plastic-pipe-welding-machine-candan.png
100373,3104,SDS-Max Cold Chisel 400,hand-tools,3,Makita,100,350-400/sds-max-cold-chesel400.png
100374,1599,"G-Clamp 8""",hand-tools,3,Tolsen,100,350-400/g-clamp-8.png
100375,6350,Gasoline Concrete Vibrator,tools,82,Total,100,350-400/gasoline-concrete-vibrator.png
100376,3103,SDS-Max Cold Chisel 300,hand-tools,2.5,Makita,100,350-400/sds-max-cold-chesel300.png
100377,1598,"G-Clamp 6""",hand-tools,2.25,Tolsen,100,350-400/g-clamp-6.png
100378,4705,Plastic Welding Machine 1000W,tools,12,Makute,100,350-400/plastic-welding-machine-1000w.png
100379,5723,Gasoline Power Trowel,tools,197,Ingco,100,350-400/gasoline-power-trowel.png
100380,3102,SDS-Max Bull Point 600,hand-tools,4.5,Generic,100,350-400/sds-maxtbull-point-600.png
100381,1597,"G-Clamp 4""",hand-tools,1.5,Tolsen,100,350-400/g-clamp-4.png
100382,5522,Auto Darkening Welding Helmet,safety,16,Generic,100,350-400/auto-darkening-welding-helmet.png
100383,5708,900W Electric Hoist,tools,71.25,Ingco,100,350-400/900w-electric-hoist.png
100384,3101,SDS-Max Bull Point 400,hand-tools,3,Generic,100,350-400/sds-maxtbull-point-400.png
100385,1596,"G-Clamp 3""",hand-tools,1.25,Tolsen,100,350-400/g-clamp-3.png
100386,4782,Automatic Welding Mask,safety,14,Tolsen,100,350-400/automatic-welding-mask.png
100387,5567,20V Cordless Air Compressor (Battery and Charger Not Included),tools,14.25,Ingco,100,350-400/20v-cordless-air-compressor-battery-and-charger-not-included.png
100388,3100,SDS-Max Bull Point 300,hand-tools,2.5,Generic,100,350-400/sds-maxtbull-point-300.png
100389,1971,"Hand Riveter (Industrial) 10.5""",hand-tools,2.5,Tolsen,100,350-400/hand-riveter-industrial-10-5.png
100390,1595,"Bench Vice 8""",hand-tools,25.75,Generic,100,350-400/bench-vice-8.png
100391,4172,Welding Machine 200A MMA,tools,26.5,Makule,100,350-400/welding-machine-200a-mma.png
100392,4714,Sealing Machine 400mm,tools,10,Generic,100,350-400/sealing-machine-400mm.png
100393,3090,Thin Cut-Off Wheel 100x16 WA60T (for Stainless),disc,0.5,Makita,100,350-400/thin-cut-off-wheel-100-16wa60t-for-stainless.png
100394,1970,"Hand Riveter 10""-1",hand-tools,2,Tolsen,100,350-400/hand-riveter-10-1.png
100395,1594,"Bench Vice 6""",hand-tools,17.5,Generic,100,350-400/bench-vice-6.png
100396,2930,Inverter MMA DC Welding Machine 200A,tools,47,Tolsen,100,350-400/inverter-mma-dc-welding-machine-200a.png
100397,4712,Sealing Machine 250mm,tools,7,Generic,100,350-400/sealing-machine-250mm.png
100398,1943,Paint Mixer SDS 600x100x10MM Heavy Duty,hand-tools,1.25,Tolsen,100,350-400/paint-mixer-sds-600-100-10mm-heavy-duty.png
100399,1593,"Bench Vice 4""",hand-tools,11.5,Generic,100,350-400/bench-vice-4.png
