id,sku,name,category,price,brand,stock,image
100723,U NAILS 1406/1408/1410,U NAILS 1406/1408/1410,fastener,8,Generic,100,700-750/u-nails-1406-1408-1410.jpg
100724,9000 U SERIES NAILS,9000 U SERIES NAILS,fastener,10,Generic,100,700-750/9000-u-series-nails.jpg
100725,8000 U SERIES NAILS,8000 U SERIES NAILS,fastener,8,Generic,100,700-750/8000-u-series-nails.jpg
100726,SEAT CUSHION- RETAIL,SEAT CUSHION- RETAIL,household,5.5,Generic,100,700-750/seat-cushion-retail.jpg
100727,PHONE HOLDER,PHONE HOLDER,household,5,Generic,100,700-750/phone-holder.jpg
100728,CUP HOLDER BEIGE,CUP HOLDER BEIGE,household,0.44,Generic,100,700-750/cup-holder-beige.jpg
100729,CUP HOLDER BLACK,CUP HOLDER BLACK,household,0.45,Generic,100,700-750/cup-holder-black.jpg
100730,CAR WIPER BLADE,CAR WIPER BLADE,household,0.35,Generic,100,700-750/car-wiper-blade.jpg
100731,TRIBALL MOUNT CHROME,TRIBALL MOUNT CHROME,household,6.65,Generic,100,700-750/triball-mount-chrome.jpg
100732,TRIBALL MOUNT BLACK,TRIBALL MOUNT BLACK,household,6.9,Generic,100,700-750/triball-mount-black.jpg
100733,DROP MOUNT CHROME,DROP MOUNT CHROME,household,3.95,Generic,100,700-750/drop-mount-chrome.jpg
100734,DROP MOUNT BLACK,DROP MOUNT BLACK,household,3.95,Generic,100,700-750/drop-mount-black.jpg
100735,WINDOW SUNSHADE,WINDOW SUNSHADE,household,0.33,Generic,100,700-750/window-sunshade.jpg
100736,BUBBLE SUNSHADE,BUBBLE SUNSHADE,household,0.35,Generic,100,700-750/bubble-sunshade.jpg
100737,LASER SUNSHADE,LASER SUNSHADE,household,0.83,Generic,100,700-750/laser-sunshade.jpg
100738,FRONT SHADE SILVER/BLACK,FRONT SHADE SILVER/BLACK,household,0.59,Generic,100,700-750/front-shade-silver-black.jpg
100739,CAR COVER,CAR COVER,household,6.25,Generic,100,700-750/car-cover.jpg
100740,GMC CAR COVER,GMC CAR COVER,household,8.9,Generic,100,700-750/gmc-car-cover.jpg
100741,LC CAR COVER,LC CAR COVER,household,7.5,Generic,100,700-750/lc-car-cover.jpg
100742,STEERING COVER 104 GREY,STEERING COVER 104 GREY,household,0.95,Generic,100,700-750/steering-cover-104-grey.jpg
100743,STEERING COVER 204 YELLOW WOOD,STEERING COVER 204 YELLOW WOOD,household,1.5,Generic,100,700-750/steering-cover-204-yellow-wood.jpg
100744,STEERING COVER 204 RED WOOD,STEERING COVER 204 RED WOOD,household,1.5,Generic,100,700-750/steering-cover-204-red-wood.jpg
100745,STEERING COVER 311 GREY,STEERING COVER 311 GREY,household,0.6,Generic,100,700-750/steering-cover-311-grey.jpg
100746,STEERING COVER 309 GREY,STEERING COVER 309 GREY,household,0.65,Generic,100,700-750/steering-cover-309-grey.jpg
100747,STEERING COVER 110 GREY,STEERING COVER 110 GREY,household,0.69,Generic,100,700-750/steering-cover-110-grey.jpg
100748,STEERING COVER 109 RED,STEERING COVER 109 RED,household,0.58,Generic,100,700-750/steering-cover-109-red.jpg
100749,SEAT COVER 904 GREY,SEAT COVER 904 GREY,household,5.1,Generic,100,700-750/seat-cover-904-grey.jpg
