id,sku,name,category,price,brand,stock,image
100550,CLOTH STAND NUM 9 600X350X1200,CLOTH STAND NUM 9 600X350X1200,hardware,18,Generic,100,550-600/cloth-stand-num-9-600x350x1200.jpg
100551,JB618 CLOTH ANGLE HOOK 300MM 50PCS/CTN,JB618 CLOTH ANGLE HOOK 300MM 50PCS/CTN,hardware,0.5,Generic,100,550-600/jb618-cloth-angle-hook-300mm-50pcs-ctn.jpg
100552,JB701 300MM CLOTH ANGLE 50PCS/CTN,JB701 300MM CLOTH ANGLE 50PCS/CTN,hardware,0.5,Generic,100,550-600/jb701-300mm-cloth-angle-50pcs-ctn.jpeg
100553,CLOTH ANGLE JB697 19MM X 350MM 50PCS/CTN,CLOTH ANGLE JB697 19MM X 350MM 50PCS/CTN,hardware,0.5,Generic,100,550-600/cloth-angle-jb697-19mm-x-350mm-50pcs-ctn.jpeg
100554,P8 FURNITURE & KITCHEN CABINET SUPPORT LEGS STAINLESS STEEL 100PCS/BOX,P8 FURNITURE & KITCHEN CABINET SUPPORT LEGS STAINLESS STEEL 100PCS/BOX,household,0.4,Generic,100,550-600/p8-furniture-kitchen-cabinet-support-legs-stainless-steel-100pcs-box.jpeg
100555,P4 SQUARE FURNITURE & KITCHEN CABINET SUPPORT LEGS 100PCS/BOX,P4 SQUARE FURNITURE & KITCHEN CABINET SUPPORT LEGS 100PCS/BOX,household,0.25,Generic,100,550-600/p4-square-furniture-kitchen-cabinet-support-legs-100pcs-box.jpeg
100556,MANDREL SMALL,MANDREL SMALL,hand-tools,0.14,Generic,100,550-600/mandrel-small.jpg
100557,SDS MAX CHISEL FLAT,SDS MAX CHISEL FLAT,hand-tools,0.6,Generic,100,550-600/sds-max-chisel-flat.jpg
100558,SDS MAX CHISEL POINT,SDS MAX CHISEL POINT,hand-tools,0.6,Generic,100,550-600/sds-max-chisel-point.jpg
100559,KETTLE ALUMINIUM,KETTLE ALUMINIUM,household,0.79,Generic,100,550-600/kettle-aluminium.jpg
100560,CYLINDER CART FORCE,CYLINDER CART FORCE,household,1.25,Generic,100,550-600/cylinder-cart-force.png
100561,CYLINDER CART,CYLINDER CART,household,1.75,Generic,100,550-600/cylinder-cart.png
100562,ADJUSTABLE STAND,ADJUSTABLE STAND,household,2.25,Generic,100,550-600/adjustable-stand.jpg
100563,EXHAUST FAN 6″,EXHAUST FAN 6″,household,1.95,Generic,100,550-600/exhaust-fan-6.jpg
100564,FLOOR CLEANING CLOTH,FLOOR CLEANING CLOTH,household,1.1,Generic,100,550-600/floor-cleaning-cloth.jpg
100565,CEMENT POT METAL,CEMENT POT METAL,household,3.9,Generic,100,550-600/cement-pot-metal.jpg
100566,R63 HOLDER WHITE,R63 HOLDER WHITE,household,0.3,Generic,100,550-600/r63-holder-white.jpg
100567,R80 HOLDER WHITE,R80 HOLDER WHITE,household,0.3,Generic,100,550-600/r80-holder-white.jpg
100568,LED CUP DAY 6W,LED CUP DAY 6W,household,0.25,Generic,100,550-600/led-cup-day-6w.jpg
100569,MINI SPIRAL 9W,MINI SPIRAL 9W,household,0.26,Generic,100,550-600/mini-spiral-9w.jpg
100570,3U 30 PIN TYPE,3U 30 PIN TYPE,household,0.3,Generic,100,550-600/3u-30-pin-type.jpg
100571,PVC TILE TRIM LIGHT GREY 9MM,PVC TILE TRIM LIGHT GREY 9MM,plumbing-fitting,10.9,Generic,100,550-600/pvc-tile-trim-light-grey-9mm.jpg
100572,PVC TILE TRIM CREAM 9MM,PVC TILE TRIM CREAM 9MM,plumbing-fitting,10.9,Generic,100,550-600/pvc-tile-trim-cream-9mm.jpg
100573,PVC TILE TRIM BEIGE,PVC TILE TRIM BEIGE,plumbing-fitting,10.9,Generic,100,550-600/pvc-tile-trim-beige.jpg
100574,TILE SPACER ITRUST,TILE SPACER ITRUST,plumbing-fitting,6,Generic,100,550-600/tile-spacer-itrust.png
100575,PVC BLACK PIPE,PVC BLACK PIPE,plumbing-fitting,5.9,Generic,100,550-600/pvc-black-pipe.jpg
100576,CHAMFER WITH EDGE,CHAMFER WITH EDGE,plumbing-fitting,5.35,Generic,100,550-600/chamfer-with-edge.jpg
100577,CHAMFER WITHOUT EDGE,CHAMFER WITHOUT EDGE,plumbing-fitting,4.75,Generic,100,550-600/chamfer-without-edge.jpg
100578,NYLON FILAMENT ITRUST,NYLON FILAMENT ITRUST,plumbing-fitting,0.07,Generic,100,550-600/nylon-filament-itrust.png
100579,"SPIRIT LEVEL WITH MAGNETIC 100CM/40""","SPIRIT LEVEL WITH MAGNETIC 100CM/40""",tools,3,Generic,100,550-600/spirit-level-with-magnetic-100cm-40.png
100580,"SPIRIT LEVEL WITH MAGNETIC 80CM/32""","SPIRIT LEVEL WITH MAGNETIC 80CM/32""",tools,2.5,Generic,100,550-600/spirit-level-with-magnetic-80cm-32.png
100581,Drywall screwdriver 701w,Drywall screwdriver 701w,tools,50,Generic,100,550-600/drywall-screwdriver-701w.png
100582,"SPIRIT LEVEL WITH MAGNETIC 60CM/24""","SPIRIT LEVEL WITH MAGNETIC 60CM/24""",tools,2,Generic,100,550-600/spirit-level-with-magnetic-60cm-24.png
100583,"SPIRIT LEVEL WITH MAGNETIC 45CM/18""","SPIRIT LEVEL WITH MAGNETIC 45CM/18""",tools,1.5,Generic,100,550-600/spirit-level-with-magnetic-45cm-18.png
100584,800w Rotary Hammer,800w Rotary Hammer,tools,22.5,Generic,100,550-600/800w-rotary-hammer.png
100585,8kg Transparent Epoxy Resin 1mm-2cm,8kg Transparent Epoxy Resin 1mm-2cm,spray-adhesive,55,Generic,100,550-600/8kg-transparent-epoxy-resin-1mm-2cm.png
100586,"SPIRIT LEVEL WITH MAGNETIC 30CM/12""","SPIRIT LEVEL WITH MAGNETIC 30CM/12""",tools,1.25,Generic,100,550-600/spirit-level-with-magnetic-30cm-12.png
