id,sku,name,category,price,brand,stock,image
100850,FILTER CORE 5th stage,FILTER CORE 5th stage,filter,35,AUTOCOOL,100,850-900/filter-core-5th-stage.jpg
100851,FILTER MINERAL 6TH STAGE,FILTER MINERAL 6TH STAGE,filter,35,AUTOCOOL,100,850-900/filter-mineral-6th-stage.jpg
100852,ADAPTOR FOR WATER FILTER,ADAPTOR FOR WATER FILTER,filter,3.5,AUTOCOOL,100,850-900/adaptor-for-water-filter.jpg
100853,PUMP FILTER ELECTRIC,PUMP FILTER ELECTRIC,filter,8,AUTOCOOL,100,850-900/pump-filter-electric.jpg
100854,FILTER HOUSING WHITE,FILTER HOUSING WHITE,filter,3,AUTOCOOL,100,850-900/filter-housing-white.jpg
100855,FILTER HOUSING CLEAR,FILTER HOUSING CLEAR,filter,3,AUTOCOOL,100,850-900/filter-housing-clear.jpg
100856,SOFT CLOSING ALUMINIUM BUTTER FLY HYDRAULIC HINGES HN11 200 PCS/CTN CLIP ON,SOFT CLOSING ALUMINIUM BUTTER FLY HYDRAULIC HINGES HN11 200 PCS/CTN CLIP ON,door-handle,0.125,Generic,100,850-900/soft-closing-aluminium-butter-fly-hydraulic-hinges-hn11-200-.jpg
100857,SOFT CLOSING FULL OVERLAY HYDRAULIC HINGES HN9 200 PCS/CTN CLIP ON,SOFT CLOSING FULL OVERLAY HYDRAULIC HINGES HN9 200 PCS/CTN CLIP ON,door-handle,0.2,Generic,100,850-900/soft-closing-full-overlay-hydraulic-hinges-hn9-200-pcs-ctn-c.jpg
100858,STRAIGHT TYPE NORMAL ALUMINIUM BUTTER FLY HINGES HN3 200 PCS/CTN CLIP ON,STRAIGHT TYPE NORMAL ALUMINIUM BUTTER FLY HINGES HN3 200 PCS/CTN CLIP ON,door-handle,16,Generic,100,850-900/straight-type-normal-aluminium-butter-fly-hinges-hn3-200-pcs.jpg
100859,FF29 20X25X15 G.I. ANGLE BRACKET,FF29 20X25X15 G.I. ANGLE BRACKET,household,0.05,Generic,100,850-900/ff29-20x25x15-g-i-angle-bracket.jpg
100860,BULB HOLDER,BULB HOLDER,household,0.3,Generic,100,850-900/bulb-holder.jpg
100861,6W LED BULB,6W LED BULB,household,0.3,D-light,100,850-900/6w-led-bulb.jpg
100862,LED 3 WATT PANEL WHITE / YELLOW,LED 3 WATT PANEL WHITE / YELLOW,household,0.35,Generic,100,850-900/led-3-watt-panel-white-yellow.jpg
100863,FF19 SHELF SUPORT PLASTIC CLEAR 100 PCS/PKT,FF19 SHELF SUPORT PLASTIC CLEAR 100 PCS/PKT,household,1,Generic,100,850-900/ff19-shelf-suport-plastic-clear-100-pcs-pkt.jpg
100864,HANGING SLIDING TRACK SIKKA IRON,HANGING SLIDING TRACK SIKKA IRON,door-handle,15,Generic,100,850-900/hanging-sliding-track-sikka-iron.jpg
100866,HANGING SLIDING TRACK SIKKA SAHAB 3MTR ALUMINIUM,HANGING SLIDING TRACK SIKKA SAHAB 3MTR ALUMINIUM,door-handle,9,Generic,100,850-900/hanging-sliding-track-sikka-sahab-3mtr-aluminium.jpg
100867,KEY FOR CAS 22R,KEY FOR CAS 22R,household,0.1,Generic,100,850-900/key-for-cas-22r.jpg
100868,LED LIGHT FOR SOFT HINGES 50 PCS/PKT,LED LIGHT FOR SOFT HINGES 50 PCS/PKT,door-handle,0.4,Generic,100,850-900/led-light-for-soft-hinges-50-pcs-pkt.jpg
100869,"CASTOR WHEEL 2"" GREY SWIVEL BOLT / BRAKE 200 PCS/CTN","CASTOR WHEEL 2"" GREY SWIVEL BOLT / BRAKE 200 PCS/CTN",trolley-caster,0.2,Generic,100,850-900/castor-wheel-2in-grey-swivel-bolt-brake-200-pcs-ctn.jpg
100870,"CASTOR WHEEL 2"" SWIVEL / BRAKE","CASTOR WHEEL 2"" SWIVEL / BRAKE",trolley-caster,0.535,Generic,100,850-900/castor-wheel-2in-swivel-brake.jpg
100871,"BED HINGES 6"" HEAVY-DUTY 50 SET/BOX","BED HINGES 6"" HEAVY-DUTY 50 SET/BOX",door-handle,0.9,Generic,100,850-900/bed-hinges-6in-heavy-duty-50-set-box.jpg
100872,"TV DISK 10"" 25CM HEAVY 25PCS/CTN","TV DISK 10"" 25CM HEAVY 25PCS/CTN",household,3.5,Generic,100,850-900/tv-disk-10in-25cm-heavy-25pcs-ctn.jpg
