id,sku,name,category,price,brand,stock,image
101150,TRNG-223909,ANGLE VALVE 2 WAY,sanitary,0.5,Generic,100,1150-1200/angle-valve-2-way.jpg
101151,UDR011,"ERA COUPLING ORANGE 4""",plumbing-fitting,0.305,Generic,100,1150-1200/era-coupling-orange-4.jpg
101152,CBRS-70652,COMPUTER CYLINDER NICKEL,hardware,1.2,Generic,100,1150-1200/computer-cylinder-nickel.jpg
101153,DSS,DRAWER SLIDE SILVER,hardware,6.5,Generic,100,1150-1200/drawer-slide-silver.jpg
101154,BKLG-175 BLACK GOLD,175 BLACK GOLD,door-handle,0.7,Generic,100,1150-1200/175-black-gold.jpg
101155,CLS,CLAW HAMMER STEEL,hand-tools,6.4,Generic,100,1150-1200/claw-hammer-steel.jpg
101156,BRST-3205,BROOMSTICK PVC COATED,household,3.25,Generic,100,1150-1200/broomstick-pvc-coated.jpg
101157,GIN,G.I.HEX NUT,fastener,4.5,Generic,100,1150-1200/g-i-hex-nut.jpg
101158,AXD-306252,PICK HEAD ONLY-A,gardening,9.5,Generic,100,1150-1200/pick-head-only-a.jpg
101159,HRG-45035,HORSE WALL SINK,sanitary,2.75,Generic,100,1150-1200/horse-wall-sink.jpg
101160,NSD DRAWER SLIDES WHITE,DRAWER SLIDES WHITE,hardware,10,Generic,100,1150-1200/drawer-slides-white.jpg
101161,FLE-3020L,FILTER CERAMIC,filter,2.4,Generic,100,1150-1200/filter-ceramic.jpg
101162,DHR-31093,ANGLE VALVE DHR,sanitary,0.56,Generic,100,1150-1200/angle-valve-dhr.jpg
101163,SHW-31016,SHOWER HEAD ONLY,sanitary,0.82,Generic,100,1150-1200/shower-head-only.jpg
101164,FLR-1010SM,FLOOR DRAIN 10×10,sanitary,0.39,Generic,100,1150-1200/floor-drain-10-10.jpg
101165,UDRN008,"ERA COUPLING WASHER ORANGE 4""",plumbing-fitting,0.45,Generic,100,1150-1200/era-coupling-washer-orange-4.jpg
101166,PPRF-3420-2,TRUST PPR FEMALE ADAPTOR,plumbing-fitting,0.2,iTrust,100,1150-1200/trust-ppr-female-adaptor.jpg
101167,EBL-12655,CHROME ELBOW,tools,0.157,Generic,100,1150-1200/chrome-elbow.jpg
101168,BRC,BRASS REDUCER,tools,0.069,Generic,100,1150-1200/brass-reducer.jpg
101169,CBRS-70325,COMPUTER CYLINDER BRASS,hardware,1.2,Generic,100,1150-1200/computer-cylinder-brass.jpg
101170,BLG-104 BLACK GOLD,104 BLACK GOLD,door-handle,0.69,Generic,100,1150-1200/104-black-gold.jpg
101171,CLW,CLAW HAMMER WOOD,hand-tools,5.75,Generic,100,1150-1200/claw-hammer-wood.jpg
101172,Bolt Washer,FLAT BOLT WASHER,fastener,4.1,Generic,100,1150-1200/flat-bolt-washer.jpg
101173,PNE-83462,TIRE PNEUMATIC BLUE,tools,1.38,Generic,100,1150-1200/tire-pneumatic-blue.jpg
101174,TARPAULIN-4,TARPAULIN -,construction,3.159,Generic,100,1150-1200/tarpaulin.jpg
101175,BBY-401123,SMALL SHOVEL,gardening,11.5,Generic,100,1150-1200/small-shovel.jpg
101176,FSS-4010E,WATER FILTER SS GREEN,filter,4.25,Generic,100,1150-1200/water-filter-ss-green.jpg
101177,PNG-430935,ANGLE VALVE PR,sanitary,0.465,Generic,100,1150-1200/angle-valve-pr.jpg
101178,FSP-31026,SHOWER PIPE,sanitary,1.25,Generic,100,1150-1200/shower-pipe.jpg
101179,FLR-72020HV,FLOOR DRAIN 20×20,sanitary,1.15,Generic,100,1150-1200/floor-drain-20-20.jpg
101180,UDRN001,"ERA ELBOW 45 WASHER ORANGE 4""",plumbing-fitting,0.45,Generic,100,1150-1200/era-elbow-45-washer-orange-4.jpg
101181,TEE-12654,CHROME TEE,tools,0.165,Generic,100,1150-1200/chrome-tee.jpg
101182,EPS-301022,SHOVEL EPS SMALL HEAD,gardening,7.95,Generic,100,1150-1200/shovel-eps-small-head.jpg
101183,PXD-608236,PICK HEAD ONLY,gardening,8.95,Generic,100,1150-1200/pick-head-only.jpg
101184,HNB-423658,DOOR HINGES BLACK,hardware,11.75,Generic,100,1150-1200/door-hinges-black.jpg
101185,BSRG-175 SILVER GOLD,175 SILVER GOLD,door-handle,0.7,Generic,100,1150-1200/175-silver-gold.jpg
101186,CLF,CLAW HAMMER FIBRE,hand-tools,5.75,Generic,100,1150-1200/claw-hammer-fibre.jpg
101187,THR,G.I.THREAD BAR,fastener,0.15,Generic,100,1150-1200/g-i-thread-bar.jpg
101188,BRS-6520,SOFT BRUSH LGT,household,2.208,Generic,100,1150-1200/soft-brush-lgt.jpg
101189,BRG-62528,SOFT BRUSH RED/BLACK HV,household,3.25,Generic,100,1150-1200/soft-brush-red-black-hv.jpg
101190,BRD-79525,HARD BRUSH RED,household,3.708,Generic,100,1150-1200/hard-brush-red.jpg
101191,PFEB-4312,PPR FEMALE ELBOW BRASS ITRUST,plumbing-fitting,0.275,iTrust,100,1150-1200/ppr-female-elbow-brass-itrust.jpg
101192,BBR-10250,SOFT BRUSH,household,2.568,Generic,100,1150-1200/soft-brush.jpg
101193,RBD-57825,BRUSH LIGHT,household,3.25,Generic,100,1150-1200/brush-light.jpg
101194,BRB-54262,BRUSH BLUE RED,household,3.45,Generic,100,1150-1200/brush-blue-red.jpg
101195,RBD-86258,BRUSH HEAVY,household,3.375,Generic,100,1150-1200/brush-heavy.jpg
101196,FSL-3010A,WATER FILTER SS BLUE,filter,4,Generic,100,1150-1200/water-filter-ss-blue.jpg
101197,ANG-31012,ANGLE VALVE RED,sanitary,0.41,Generic,100,1150-1200/angle-valve-red.jpg
101198,SHW-31018,SHATTAF WHITE,sanitary,0.52,Generic,100,1150-1200/shattaf-white.jpg
101199,FLR-62020GR,FLOOR DRAIN ORNG 20×20,sanitary,0.95,Generic,100,1150-1200/floor-drain-orng-20-20.jpg
