id,sku,name,category,price,brand,stock,image
101200,UDRN002,"ERA ELBOW 90 WASHER ORANGE 4""",plumbing-fitting,0.53,Generic,100,1200-1250/era-elbow-90-washer-orange-4.jpg
101201,PPMA-4343,PPR MALE ADAPTOR 3/4″ TRUST,plumbing-fitting,0.4,iTrust,100,1200-1250/ppr-male-adaptor-3-4-trust.jpg
101202,SHVS-93285,SHOVEL SQUARE METAL,gardening,7.45,Generic,100,1200-1250/shovel-square-metal.jpg
101203,CY60CR,CYLINDER CHROME- 60MM,hardware,3.75,Generic,100,1200-1250/cylinder-chrome-60mm.jpg
101204,HNG-335628,DOOR HINGES GOLD,hardware,9.5,Generic,100,1200-1250/door-hinges-gold.jpg
101205,BBKG-502 BLACK GOLD,502 BLACK GOLD,door-handle,0.69,Generic,100,1200-1250/502-black-gold.jpg
101206,RUG-1672,RUBBER HAMMER GREEN,hand-tools,7.25,Generic,100,1200-1250/rubber-hammer-green.jpg
101207,BPN-815236,DUST PAN BROOM SET,household,8.85,Generic,100,1200-1250/dust-pan-broom-set.jpg
101208,WBY-98275,WHEEL BARROW YELLOW WITH PU YELLOW TIRE,tools,5.9,Generic,100,1200-1250/wheel-barrow-yellow-with-pu-yellow-tire.jpg
101209,FLT-78632,FILTER FAUCET,sanitary,1.4,Generic,100,1200-1250/filter-faucet.jpg
101210,BPL-65203,PLASTIC PAN/BRUSH SET,household,3.3,Generic,100,1200-1250/plastic-pan-brush-set.jpg
101211,FLT-6910,WATER FILTER WF 10A,filter,1.08,Generic,100,1200-1250/water-filter-wf-10a.jpg
101212,ANG-31013,ANGLE VALVE GREEN,sanitary,0.355,Generic,100,1200-1250/angle-valve-green.jpg
101213,SHW-31019,SHATTAF WHITE GREY,sanitary,0.58,Generic,100,1200-1250/shattaf-white-grey.jpg
101214,FLR-52020SC,FLOOR DRAIN SCRW 20x20,sanitary,0.89,Generic,100,1200-1250/floor-drain-scrw-20x20.jpg
101215,UDRN003,ERA Y WITH WASHER ORANGE,plumbing-fitting,0.91,Generic,100,1200-1250/era-y-with-washer-orange.jpg
101216,"1/2"" x 3/4"" x 15mm",CHROME CONVERTER,tools,0.045,Generic,100,1200-1250/chrome-converter.jpg
101217,BNPL,BRASS NIPPLE,tools,0.15,Generic,100,1200-1250/brass-nipple.jpg
101218,SHV-301021,SHOVEL METAL BIG HEAD,gardening,5.95,Generic,100,1200-1250/shovel-metal-big-head.jpg
101219,LBC-4570CM,LOCK BODY 45MM CHROME,hardware,0.85,Generic,100,1200-1250/lock-body-45mm-chrome.jpg
101220,CCR-508 COPPER,508 COPPER,door-handle,0.69,Generic,100,1200-1250/508-copper.jpg
101221,MCF,MACHINIST HAMMER FIBER,hand-tools,7.65,Generic,100,1200-1250/machinist-hammer-fiber.jpg
101222,TAFL-256533,TEFLON TAPE AGILE RETAIL,tape,5.5,Generic,100,1200-1250/teflon-tape-agile-retail.jpg
101223,WBY-69452,WHEELBARROW YELLOW BLUE TIRE,tools,4.75,Generic,100,1200-1250/wheelbarrow-yellow-blue-tire.jpg
