id,sku,name,category,price,brand,stock,image
100523,PH97 ANTIQUE BRONZE (AB),PH97 ANTIQUE BRONZE (AB),door-handle,6.5,Generic,100,500-550/ph97-antique-bronze-ab.jpg
100524,DHI29 GOLD (GP) 40 PAIR/CTN,DHI29 GOLD (GP) 40 PAIR/CTN,door-handle,0.9,Generic,100,500-550/dhi29-gold-gp-40-pair-ctn.jpg
100525,DHI18 ANTIQUE BRONZE (AB) 40 PAIR/CTN,DHI18 ANTIQUE BRONZE (AB) 40 PAIR/CTN,door-handle,0.9,Generic,100,500-550/dhi18-antique-bronze-ab-40-pair-ctn.jpg
100526,PH87 ANTIQUE COPPER(AC),PH87 ANTIQUE COPPER(AC),door-handle,8,Generic,100,500-550/ph87-antique-copper-ac.jpg
100527,DHI17 GOLD (GP) 40 PAIR/CTN,DHI17 GOLD (GP) 40 PAIR/CTN,door-handle,0.9,Generic,100,500-550/dhi17-gold-gp-40-pair-ctn.jpeg
100528,PH80 GOLD (GP),PH80 GOLD (GP),door-handle,8,Generic,100,500-550/ph80-gold-gp.jpg
100529,K44 CERAMIC BLACK & WHITE KNOB,K44 CERAMIC BLACK & WHITE KNOB,door-handle,0.35,Generic,100,500-550/k44-ceramic-black-white-knob.jpg
100530,K4 KNOB,K4 KNOB,door-handle,0.4,Generic,100,500-550/k4-knob.jpeg
100531,CH94 / CH95 BLACK / WHITE CABINET KNOB,CH94 / CH95 BLACK / WHITE CABINET KNOB,door-handle,0.35,Generic,100,500-550/ch94-ch95-black-white-cabinet-knob.jpeg
100532,CH93 CABINET KNOB - CHROME (CP) / GOLD (GP) KNOB 100 PCS/BOX,CH93 CABINET KNOB - CHROME (CP) / GOLD (GP) KNOB 100 PCS/BOX,door-handle,0.3,Generic,100,500-550/ch93-cabinet-knob-chrome-cp-gold-gp-knob-100-pcs-box.jpeg
100533,CH80 - GREY KNOB,CH80 - GREY KNOB,door-handle,0.4,Generic,100,500-550/ch80-grey-knob.jpeg
100534,PH16 CHROME (CP) LC5569,PH16 CHROME (CP) LC5569,door-handle,7,Generic,100,500-550/ph16-chrome-cp-lc5569.jpeg
100535,PH15 BLACK MATT LC5547,PH15 BLACK MATT LC5547,door-handle,9,Generic,100,500-550/ph15-black-matt-lc5547.jpg
100536,PH14 BLACK MATT (BLK) LC55142,PH14 BLACK MATT (BLK) LC55142,door-handle,9,Generic,100,500-550/ph14-black-matt-blk-lc55142.jpg
100537,PIPE FITTING FOR 25MM- 502,PIPE FITTING FOR 25MM- 502,plumbing-fitting,0.7,Generic,100,500-550/pipe-fitting-for-25mm-502.jpg
100538,PIPE FITTING FOR 25MM- 504,PIPE FITTING FOR 25MM- 504,plumbing-fitting,1.25,Generic,100,500-550/pipe-fitting-for-25mm-504.jpg
100539,PIPE FITTING FOR 25MM- 501,PIPE FITTING FOR 25MM- 501,plumbing-fitting,0.35,Generic,100,500-550/pipe-fitting-for-25mm-501.jpg
100540,PIPE 19MM (3/4) ROUND CHROME TUBE 3MTR. (10 PCS/BUNDLE) FOR ALUMINIUM,PIPE 19MM (3/4) ROUND CHROME TUBE 3MTR. (10 PCS/BUNDLE) FOR ALUMINIUM,plumbing-fitting,10,Generic,100,500-550/pipe-19mm-3-4-round-chrome-tube-3mtr-10-pcs-bundle-for-aluminium.jpg
100541,"PIPE 25MM (1"")ROUND CROME TUBE 3MTR. HEAVY 10PCS/BUNDLE","PIPE 25MM (1"")ROUND CROME TUBE 3MTR. HEAVY 10PCS/BUNDLE",plumbing-fitting,10,Generic,100,500-550/pipe-25mm-1-round-crome-tube-3mtr-heavy-10pcs-bundle.jpg
100542,OVAL TUBE 3MTR. (10 PCS/BUNDLE),OVAL TUBE 3MTR. (10 PCS/BUNDLE),plumbing-fitting,9,Generic,100,500-550/oval-tube-3mtr-10-pcs-bundle.jpeg
100543,DISPLAY BEND TYPE ROUGH ANGLE,DISPLAY BEND TYPE ROUGH ANGLE,hardware,2,Generic,100,500-550/display-bend-type-rough-angle.jpg
100544,DOUBLE TYPE ROUGH ANGLE,DOUBLE TYPE ROUGH ANGLE,hardware,0.5,Generic,100,500-550/double-type-rough-angle.jpg
100545,SINGLE TYPE ROUGH ANGLE,SINGLE TYPE ROUGH ANGLE,hardware,0.45,Generic,100,500-550/single-type-rough-angle.jpeg
100546,DISPLAY HOOK JAALI 200 PCS/CTN,DISPLAY HOOK JAALI 200 PCS/CTN,hardware,0.125,Generic,100,500-550/display-hook-jaali-200-pcs-ctn.jpg
100547,DISPLAY HOOK,DISPLAY HOOK,hardware,0.15,Generic,100,500-550/display-hook.jpeg
100548,CLOTH STAND NUM 3 (2 ROUND HANGER) BLACK & STEEL 1090,CLOTH STAND NUM 3 (2 ROUND HANGER) BLACK & STEEL 1090,hardware,25,Generic,100,500-550/cloth-stand-num-3-2-round-hanger-black-steel-1090.jpg
100549,CLOTH STAND NUM 4 (1 ROUND HANGER) FULL STEEL,CLOTH STAND NUM 4 (1 ROUND HANGER) FULL STEEL,hardware,15,Generic,100,500-550/cloth-stand-num-4-1-round-hanger-full-steel.jpg
