id,sku,name,category,price,brand,stock,image
101472,KFF08-21,KFF08-21,tools,100,DCK,100,kff08-21.jpg
101473,KFF08-11,KFF08-11,tools,100,DCK,100,kff08-11.jpg
101474,KJZ06-13,KJZ06-13,tools,100,DCK,100,kjz06-13.jpg
101475,KFF06-41S,KFF06-41S,tools,100,DCK,100,kff06-41s.jpg
101476,KFF06-21S,KFF06-21S,tools,100,DCK,100,kff06-21s.jpg
101477,KFF06-11S,KFF06-11S,tools,100,DCK,100,kff06-11s.jpg
101478,KJZ11-10K,KJZ11-10K,tools,100,DCK,100,kjz11-10k.jpg
101479,KFF06-11,KFF06-11,tools,100,DCK,100,kff06-11.jpg
101480,KFF02-12L,KFF02-12L,tools,100,DCK,100,kff02-12l.jpg
101481,KJZ11-10,KJZ11-10,tools,100,DCK,100,kjz11-10.jpg
101482,KJZ10-10K,KJZ10-10K,tools,100,DCK,100,kjz10-10k.jpg
101483,KFF12L,KFF12L,tools,100,DCK,100,kff12l.jpg
101484,KQE1600/24,KQE1600/24,tools,100,DCK,100,kqe1600-24.jpg
101485,KJZ10-10,KJZ10-10,tools,100,DCK,100,kjz10-10.jpg
101486,KQE1500/24,KQE1500/24,tools,100,DCK,100,kqe1500-24.jpg
101487,KQE1600/12,KQE1600/12,tools,100,DCK,100,kqe1600-12.jpg
101488,KQE1500/12,KQE1500/12,tools,100,DCK,100,kqe1500-12.jpg
101489,KJZ09-10K,KJZ09-10K,tools,100,DCK,100,kjz09-10k.jpg
101490,KQE1500×2/50,KQE1500×2/50,tools,100,DCK,100,kqe15002-50.jpg
101491,KJZ09-10,KJZ09-10,tools,100,DCK,100,kjz09-10.jpg
101492,KQE1000×3/90,KQE1000×3/90,tools,100,DCK,100,kqe10003-90.jpg
101493,KQE1000×2/50,KQE1000×2/50,tools,100,DCK,100,kqe10002-50.jpg
101494,KQE1000/24,KQE1000/24,tools,100,DCK,100,kqe1000-24.jpg
101495,KQE1000/12,KQE1000/12,tools,100,DCK,100,kqe1000-12.jpg
101496,KQE02-2850,KQE02-2850,tools,100,DCK,100,kqe02-2850.jpg
101497,KQE02-1824,KQE02-1824,tools,100,DCK,100,kqe02-1824.jpg
101498,KJZ05-10A,KJZ05-10A,tools,100,DCK,100,kjz05-10a.jpg
101499,KJZ10A,KJZ10A,tools,100,DCK,100,kjz10a.jpg
