id,sku,name,category,price,brand,stock,image
100600,"SPIRIT LEVEL 40CM/16""","SPIRIT LEVEL 40CM/16""",tools,1.5,Generic,100,600-650/spirit-level-40cm-16.png
100601,Bison Kit Tin 650 ML,Bison Kit Tin 650 ML,spray-adhesive,1.75,Generic,100,600-650/bison-kit-tin-650-ml.png
100602,Bison Kit Tube 55 ML,Bison Kit Tube 55 ML,spray-adhesive,1,Generic,100,600-650/bison-kit-tube-55-ml.png
100603,SCREWDRIVER PH3*150 HAMMERING,SCREWDRIVER PH3*150 HAMMERING,hand-tools,1,Generic,100,600-650/screwdriver-ph3-150-hammering.png
100604,Premium 18 kt. Gold spray paint,Premium 18 kt. Gold spray paint,spray-adhesive,1.5,Generic,100,600-650/premium-18-kt-gold-spray-paint.png
100605,SCREWDRIVER PH2*100 HAMMERING,SCREWDRIVER PH2*100 HAMMERING,hand-tools,0.75,Generic,100,600-650/screwdriver-ph2-100-hammering.png
100606,Spray Paint Aluminium,Spray Paint Aluminium,spray-adhesive,0.95,Generic,100,600-650/spray-paint-aluminium.png
100607,SCREWDRIVER PH1*100 HAMMERING,SCREWDRIVER PH1*100 HAMMERING,hand-tools,0.65,Generic,100,600-650/screwdriver-ph1-100-hammering.png
100608,Spray Paint Dark Brown,Spray Paint Dark Brown,spray-adhesive,0.95,Generic,100,600-650/spray-paint-dark-brown.png
100609,SCREWDRIVER PH1*75 HAMMERING,SCREWDRIVER PH1*75 HAMMERING,hand-tools,0.5,Generic,100,600-650/screwdriver-ph1-75-hammering.png
100610,Spray Paint Yellow,Spray Paint Yellow,spray-adhesive,0.95,Generic,100,600-650/spray-paint-yellow.png
100611,SCREWDRIVER 1.6*8*150 HAMMERING Flat,SCREWDRIVER 1.6*8*150 HAMMERING Flat,hand-tools,1.25,Generic,100,600-650/screwdriver-1-6-8-150-hammering-flat.png
100612,SCREWDRIVER 1.2*6.5*150 HAMMERING Flat,SCREWDRIVER 1.2*6.5*150 HAMMERING Flat,hand-tools,1,Generic,100,600-650/screwdriver-1-2-6-5-150-hammering-flat.png
100613,SCREWDRIVER 1.2*6.5*100 HAMMERING Flat,SCREWDRIVER 1.2*6.5*100 HAMMERING Flat,hand-tools,0.75,Generic,100,600-650/screwdriver-1-2-6-5-100-hammering-flat.png
100614,SCREWDRIVER 1.0*5.5*100 HAMMERING Flat,SCREWDRIVER 1.0*5.5*100 HAMMERING Flat,hand-tools,0.65,Generic,100,600-650/screwdriver-1-0-5-5-100-hammering-flat.png
100615,SCREWDRIVER 1.0*5.5*75 HAMMERING Flat,SCREWDRIVER 1.0*5.5*75 HAMMERING Flat,hand-tools,0.5,Generic,100,600-650/screwdriver-1-0-5-5-75-hammering-flat.png
100616,"Screw Driver 6mm X 12"" (Royal)","Screw Driver 6mm X 12"" (Royal)",hand-tools,1.15,Generic,100,600-650/screw-driver-6mm-x-12-royal.png
100617,"Screw Driver 6mm X 10"" (Royal)","Screw Driver 6mm X 10"" (Royal)",hand-tools,0.9,Generic,100,600-650/screw-driver-6mm-x-10-royal.png
100618,OSP 4 FINISHING NET DISC 150mm,OSP 4 FINISHING NET DISC 150mm,disc,0.35,Generic,100,600-650/osp-4-finishing-net-disc-150mm.png
100619,OSP 3 PRIMER PREPERATION DISC 150 MM,OSP 3 PRIMER PREPERATION DISC 150 MM,disc,0.35,Generic,100,600-650/osp-3-primer-preperation-disc-150-mm.png
100620,OSP 2 FEATHER EDGE DISC 150 MM,OSP 2 FEATHER EDGE DISC 150 MM,disc,0.35,Generic,100,600-650/osp-2-feather-edge-disc-150-mm.png
100621,OSP 1 PAINT REMOVAL DISC 150mm,OSP 1 PAINT REMOVAL DISC 150mm,disc,0.35,Generic,100,600-650/osp-1-paint-removal-disc-150mm.png
100622,P2000 Microstar 125mm sanding disc,P2000 Microstar 125mm sanding disc,disc,0.35,Generic,100,600-650/p2000-microstar-125mm-sanding-disc.png
