id,sku,name,category,price,brand,stock,image
100500,BLIND RIVET,BLIND RIVET,fastener,14,Generic,100,500-550/blind-rivet.jpg
100501,BRAD AIR NAILS,BRAD AIR NAILS,fastener,0.65,Generic,100,500-550/brad-air-nails.jpg
100502,FF20 PIPE HOLDER PLASTIC 100 PCS/PKT,FF20 PIPE HOLDER PLASTIC 100 PCS/PKT,plumbing-fitting,3.5,Generic,100,500-550/ff20-pipe-holder-plastic-100-pcs-pkt.jpeg
100503,125636,FF16 PIPE FITTING 19MM CLOSE TYPE 100PCS/PKT,plumbing-fitting,0.2,Generic,100,500-550/ff16-pipe-fitting-19mm-close-type-100pcs-pkt.jpeg
100504,125331,DHS4 GOLD (GP) 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.4,Generic,100,500-550/dhs4-gold-gp-20-set-ctn-included-lock-body.jpeg
100505,125330,DHS3 GOLD (GP) 20 SET/CTN,door-handle,1.4,Generic,100,500-550/dhs3-gold-gp-20-set-ctn.jpeg
100506,125305,DHS2 SILVER (SN) HIGH QUALITY 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.75,Generic,100,500-550/dhs2-silver-sn-high-quality-20-set-ctn-included-lock-body.jpeg
100507,125329,DHS2 GOLD (GP) HIGH QUALITY 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.75,Generic,100,500-550/dhs2-gold-gp-high-quality-20-set-ctn-included-lock-body.jpeg
100508,125302,DHS1 SILVER GOLD (SN/GP) 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.4,Generic,100,500-550/dhs1-silver-gold-sn-gp-20-set-ctn-included-lock-body.jpeg
100509,125304,DHS1 SILVER (SN) 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.4,Generic,100,500-550/dhs1-silver-sn-20-set-ctn-included-lock-body.jpeg
100510,125328,DHS1 GOLD (GP) 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.4,Generic,100,500-550/dhs1-gold-gp-20-set-ctn-included-lock-body.jpeg
100511,125303,DHS1 BLACK GOLD (BN/GP) 20 SET/CTN - INCLUDED LOCK BODY,door-handle,1.4,Generic,100,500-550/dhs1-black-gold-bn-gp-20-set-ctn-included-lock-body.jpeg
100512,125068,DHI58 GOLD (GP) 40 PAIR/CTN,door-handle,0.9,Generic,100,500-550/dhi58-gold-gp-40-pair-ctn.jpeg
100513,124089,DHI54 SILVER GOLD (SN/GP) HOPIE MODEL 20 PAIR/CTN,door-handle,1.5,Generic,100,500-550/dhi54-silver-gold-sn-gp-hopie-model-20-pair-ctn.jpeg
100514,125315,PH98 COFFEE,door-handle,3,Generic,100,500-550/ph98-coffee.jpg
100515,125019,DHI50 SILVER (SN) 40 PAIR/CTN,door-handle,0.9,Generic,100,500-550/dhi50-silver-sn-40-pair-ctn.jpeg
100516,125313,PH98 GOLD (GP),door-handle,3,Generic,100,500-550/ph98-gold-gp.jpg
100517,125314,PH98 ANTIQUE BRONZE (AB),door-handle,3,Generic,100,500-550/ph98-antique-bronze-ab.jpg
100518,124693,DHI41 SILVER CHROME (SN/CP) 40 PAIR/CTN,door-handle,0.9,Generic,100,500-550/dhi41-silver-chrome-sn-cp-40-pair-ctn.jpeg
100519,126494,PH97 CHROME (CP) STRAIGHT TYPE,door-handle,7,Generic,100,500-550/ph97-chrome-cp-straight-type.jpeg
100520,125310,PH97 GOLD (GP),door-handle,6.5,Generic,100,500-550/ph97-gold-gp.jpg
100521,125312,PH97 COFFEE,door-handle,6.5,Generic,100,500-550/ph97-coffee.jpg
100522,WELDING GLASS CLEAR- OFFER,Welding Glass Clear,safety,8,Generic,100,500-550/welding-glass-clear.jpg
