id,sku,name,category,price,brand,stock,image
101300,TNPL,BRASS TANK NIPPLE,plumbing-fitting,0.5,Generic,100,1300-1350/brass-tank-nipple.jpg
101301,SHO-725313,HOE METAL,gardening,7.4,Generic,100,1300-1350/hoe-metal.jpg
101302,CPR-108 COPPER,108 COPPER,door-handle,0.69,Generic,100,1300-1350/108-copper.jpg
101303,STM,STONING HAMMER STEEL,hand-tools,13.75,Generic,100,1300-1350/stoning-hammer-steel.jpg
101304,TYP-915252,TWO WHEEL TROLLEY,trolley-caster,8.75,Generic,100,1300-1350/two-wheel-trolley.jpg
101305,FSH-54726,AGILE SHOWER MIXER,sanitary,5.25,Generic,100,1300-1350/agile-shower-mixer.jpg
101306,FFC-83102C,CORE CERAMIC OPEN END,filter,15.75,Generic,100,1300-1350/core-ceramic-open-end.jpg
101307,FLOAT VALVE,FLOAT VALVE,sanitary,0.52,Generic,100,1300-1350/float-valve.jpg
101308,VALVE EXTENSION,VALVE EXTENSION,sanitary,0.52,Generic,100,1300-1350/valve-extension.jpg
101309,PR023,ERA PPR MALE UNION-1,plumbing-fitting,0.85,ERA,100,1300-1350/era-ppr-male-union-1.jpg
101310,R90-60325,RAKE ZIGZAG,gardening,3.3,Generic,100,1300-1350/rake-zigzag.jpg
101311,GOD-505 GOLD,505 GOLD,door-handle,0.67,Generic,100,1300-1350/505-gold.jpg
101312,STW,STONING HAMMER WOOD,hand-tools,10,Generic,100,1300-1350/stoning-hammer-wood.jpg
101313,WSP-26328,WHEEL SUPPORT GREEN,trolley-caster,0.215,Generic,100,1300-1350/wheel-support-green.jpg
101314,APU-11036,FOAM SPRAY AGILE,spray-adhesive,6.25,Generic,100,1300-1350/foam-spray-agile.jpg
101315,AFL-8310C2,CORE AQUA,filter,7.55,Generic,100,1300-1350/core-aqua.jpg
101316,FLV-123202,FILTER VALVE,sanitary,0.45,Generic,100,1300-1350/filter-valve.jpg
101317,HV-21026,BLUE SHOWER,sanitary,4.45,Generic,100,1300-1350/blue-shower.jpg
101318,GSD-508 GOLD,508 GOLD,door-handle,0.7,Generic,100,1300-1350/508-gold.jpg
101319,STF,STONING HAMMER FIBER,hand-tools,10.25,Generic,100,1300-1350/stoning-hammer-fiber.jpg
101320,ITB-84962,INNER TUBE FOR TIRE BIG,trolley-caster,4,Generic,100,1300-1350/inner-tube-for-tire-big.jpg
101321,TPU-11045,FOAM SPRAY BIG,spray-adhesive,7.75,Generic,100,1300-1350/foam-spray-big.jpg
101322,FRN-91063,CORE THREAD,filter,9.95,Generic,100,1300-1350/core-thread.jpg
101323,HV-21027,BLUE WALL SINK,sanitary,3.2,Generic,100,1300-1350/blue-wall-sink.jpg

