id,sku,name,category,price,brand,stock,image
100400,4920,Inverter MMA welding machine 200A,tools,44.5,Total,100,400-450/inverter-mma-welding-machine-200a.png
100401,3660,Electrical Spray Gun 45W,tools,9,Generic,100,400-450/electrical-spray-gun-45w.png
100402,3067,Planer Blade 82mm HSS (2pcs/set),hand-tools,3.75,Makita,100,400-450/planer-blade-82mm-hss-2pcs-set.png
100403,1601,F CLAMP(INDUSTRIAL) 50*150,hand-tools,1.25,Tolsen,100,400-450/f-clampindustrial-50-150.png
100404,5560,100w Electric Soldering Iron,tools,4,Ingco,100,400-450/100w-electric-soldering-iron.png
100405,3182,Die grinder 6mm 450 W,tools,48.5,DeWalt,100,400-450/die-grinder-6mm-450-w.png
100406,3061,BULL POINT 17x280,hand-tools,1.5,Generic,100,400-450/bull-point-17-280.png
100407,2349,2500 MULTI VICE,hand-tools,20,Dremel,100,400-450/2500-multi-vice.png
100408,4567,"Magnetic Welding Holder 4""",tools,4.5,Total,100,400-450/magnetic-welding-holder-4.png
100409,3176,Angle Grinder Slide switch 125mm 900W,tools,30,DeWalt,100,400-450/angle-grinderslide-switch-125mm-900w.png
100410,3060,cold chisel 20x250 mm (SDS-Plus shank),hand-tools,2,Generic,100,400-450/cold-chisel-20-250-mm-sds-plus-shank.png
100411,754,Adjustable Wrench 10'-2,hand-tools,1.5,Generic,100,400-450/adjustable-wrench-10-2.png
100412,4674,Quick Release Corner Clamp 68mm,hand-tools,6.75,Generic,100,400-450/quick-release-corner-clamp-68mm.png
100413,3540,Darkening Welding Helmet-2,safety,11.75,Total,100,400-450/darkening-welding-helmet-2.png
100414,5510,400x7.2mm Cable Ties,tools,3.5,Ingco,100,400-450/400x7-2mm-cable-ties.png
100415,4129,36v Brushless Plunge Saw (Body Only),tools,145,Makita,100,400-450/36v-brushless-plunge-saw-body-only.png
100416,3059,BULL POINT 250MM (SDS-PLUS SHANK),hand-tools,1.5,Generic,100,400-450/bull-point-250mm-sds-plus-shank.png
100417,5625,4pcs Tweezers Set SS,hand-tools,1.25,Harden,100,400-450/4pcs-tweezers-set-ss.png
100418,4584,"Bench Vise 2.5""",hand-tools,6.25,Somafix,100,400-450/bench-vise-2-5.png
100419,4174,Welding Machine 300a MMA,tools,32.5,Makute,100,400-450/welding-machine-300a-mma.png
100420,5509,200x3.6mm Cable Ties,tools,1,Ingco,100,400-450/200x3-6mm-cable-ties.png
100421,MT311M,RIVETER GUN MT311M,tools,20,Meite,100,400-450/riveter-gun-mt311m.png
