id,sku,name,category,price,brand,stock,image
100950,126896,SOFT CLOSING FULL OVERLAY HYDRAULIC GOLDEN HINGES HN19 200 PCS/CTN,door-handle,0.5,Generic,100,950-1000/soft-closing-full-overlay-hydraulic-golden-hinges-hn19-200-pcs-ctn.jpg
100951,126897,SOFT CLOSING FULL OVERLAY HYDRAULIC BLACK HINGES HN20 200 PCS/CTN,door-handle,0.5,Generic,100,950-1000/soft-closing-full-overlay-hydraulic-black-hinges-hn20-200-pcs-ctn.jpg
100952,125199,SOFT CLOSING 3D TYPE SQUARE PLATE HYDRAULIC HINGES HN14 100 PCS/CTN,door-handle,0.35,Generic,100,950-1000/soft-closing-3d-type-square-plate-hydraulic-hinges-hn14-100-pcs-ctn.jpg
100953,HBRF-31021,SOFT CLOSING 3D TYPE BUTTERFLY PLATE HYDRAULIC HINGES HN13 100 PCS/CTN,door-handle,0.35,Generic,100,950-1000/soft-closing-3d-type-butterfly-plate-hydraulic-hinges-hn13-100-pcs-ctn.jpg
100954,HCLP-210255,165 DEGREE HINGES SOFT CLOSING ALUM. HN12 100 PCS/CTN,door-handle,0.5,Generic,100,950-1000/165-degree-hinges-soft-closing-alum-hn12-100-pcs-ctn.jpg
100955,125151,165 DEGREE HINGES BUTTERFLY PLATE HN12 100 PCS/CTN,door-handle,0.3,Generic,100,950-1000/165-degree-hinges-butterfly-plate-hn12-100-pcs-ctn.jpg
100956,NSOF-112023,SOFT CLOSING ALUMINIUM BUTTER FLY HYDRAULIC HINGES HN11 200 PCS/CTN,door-handle,0.125,Generic,100,950-1000/soft-closing-aluminium-butter-fly-hydraulic-hinges-hn11-200-pcs-ctn.jpg
100957,HNO-36255,SOFT CLOSING FULL OVERLAY HYDRAULIC HINGES HN9 200 PCS/CTN,door-handle,0.2,Generic,100,950-1000/soft-closing-full-overlay-hydraulic-hinges-hn9-200-pcs-ctn.jpg
100958,124019,SOFT CLOSING INSERT OVERLAY HYDRAULIC HINGES HN7 200 PCS/CTN,door-handle,0.2,Generic,100,950-1000/soft-closing-insert-overlay-hydraulic-hinges-hn7-200-pcs-ctn.jpg
100959,HNS-165235,165 DEGREE HINGES SQUARE PLATE HN4 100 PCS/CTN,door-handle,0.4,Generic,100,950-1000/165-degree-hinges-square-plate-hn4-100-pcs-ctn.jpg
