id,sku,name,category,price,brand,stock,image
101450,LSVV-710 SILVER,710 SILVER,door-handle,1,Generic,100,1450-1500/710-silver.jpg
101451,LDJ-715 GOLD,715 GOLD,door-handle,1,Generic,100,1450-1500/715-gold.jpg
101452,LBGK-705 BLACK GOLD,705 BLACK GOLD,door-handle,1,Generic,100,1450-1500/705-black-gold.jpg
101453,LCDR-707 COPPER,707 COPPER,door-handle,1,Generic,100,1450-1500/707-copper.jpg
101454,LBSG-701 SILVER GOLD,701 SILVER GOLD,door-handle,1,Generic,100,1450-1500/701-silver-gold.jpg
101455,OOR-4963,"TUBE WHITE 100METER 1/4""",plumbing-fitting,8,Generic,100,1450-1500/tube-white-100meter-1-4in.jpg
101456,OOR-4962,"TUBE WHITE 300METER 1/4""",plumbing-fitting,13.5,Generic,100,1450-1500/tube-white-300meter-1-4in.jpg
101457,OOZ-9362,WATER PURIFIER 6TH STAGE,filter,34,Generic,100,1450-1500/water-purifier-6th-stage.jpg
101458,UL050,BLANK KEY UL050,hardware,2.55,Generic,100,1450-1500/blank-key-ul050.jpg
101459,MTP-120Y WHITE,SURE TAPE WHITE 1x20 Y,tape,2.45,SureTape,100,1450-1500/sure-tape-white-1inx20-y.jpg
101460,KW1,BLANK KEY KW1,hardware,0.8,Generic,100,1450-1500/blank-key-kw1.jpg
101461,TE2,BLANK KEY TE2,hardware,0.93,Generic,100,1450-1500/blank-key-te2.jpg
101462,SCB-307232,CYLINDER I-TRUST BRASS,hardware,8.75,iTrust,100,1450-1500/cylinder-i-trust-brass.jpg
101463,SCR-6032,CYLINDER I-TRUST NICKLE,hardware,8.5,iTrust,100,1450-1500/cylinder-i-trust-nickle.jpg
101464,NAIL CLAMP ITRUST,NAIL CLAMP ITRUST,fastener,4.65,iTrust,100,1450-1500/nail-clamp-itrust.jpg
101465,RUBBER CLAMP ITRUST,RUBBER CLAMP ITRUST,fastener,5.8,iTrust,100,1450-1500/rubber-clamp-itrust.jpg
101466,M S WOOD SCREW,M S WOOD SCREW,fastener,19.75,Generic,100,1450-1500/m-s-wood-screw.jpg
101467,SILVER-CRS,COARSE SCREW SILVER,fastener,0.575,Generic,100,1450-1500/coarse-screw-silver.jpg
101468,FINE BLACK,FINE SCREW BLACK,fastener,0.515,Generic,100,1450-1500/fine-screw-black.jpg
101469,COARSE SCREW BLK,COARSE SCREW BLACK,fastener,0.55,Generic,100,1450-1500/coarse-screw-black.jpg
101470,1X14 KIRBY SCREW,KIRBY SCREW,fastener,8.25,Generic,100,1450-1500/kirby-screw.jpg
101471,STAPLE PIN SPARCO 1410,STAPLE PIN SPARCO 1410,fastener,0.98,Sparco,100,1450-1500/staple-pin-sparco-1410.jpg
