id,sku,name,category,price,brand,stock,image
100800,20v cordless Pressure Washer,20v cordless Pressure Washer,tools,35,Generic,100,800-850/20v-cordless-pressure-washer.jpg
100801,Shovel 3 joint  BiG,Shovel 3 joint  BiG,gardening,2.5,Generic,100,800-850/shovel-3-joint-big.jpg
100802,Tow Rope 5000 KGS x 4 MTR Steel Wire,Tow Rope 5000 KGS x 4 MTR Steel Wire,tools,2.5,Generic,100,800-850/tow-rope-5000-kgs-x-4-mtr-steel-wire.jpg
100803,"CIRCULAR SAW 9"" 2000W","CIRCULAR SAW 9"" 2000W",tools,31,Generic,100,800-850/circular-saw-9-2000w.jpg
100804,Scissors,Scissors,hand-tools,1.75,Generic,100,800-850/scissors.jpg
100805,Air Stapler Gun,Air Stapler Gun,tools,11,Generic,100,800-850/air-stapler-gun.jpg
100806,Cordless Jigsaw 20V,Cordless Jigsaw 20V,tools,22,Generic,100,800-850/cordless-jigsaw-20v.jpg
100807,Lithium-Ion circular saw 20 V,Lithium-Ion circular saw 20 V,tools,28.25,Generic,100,800-850/lithium-ion-circular-saw-20-v.jpg
100808,"Angle grinder 4.5"" 750w","Angle grinder 4.5"" 750w",tools,12,Generic,100,800-850/angle-grinder-4-5-750w.jpg
100809,Aspirator Blower 800w,Aspirator Blower 800w,tools,18,Generic,100,800-850/aspirator-blower-800w.jpg
100810,"SANDER 125MM, 280W","SANDER 125MM, 280W",tools,13.75,Generic,100,800-850/sander-125mm-280w.jpg
100811,"BENCH GRINDER  6"" 250W","BENCH GRINDER  6"" 250W",tools,22,Generic,100,800-850/bench-grinder-6-250w.jpg
100812,1200W Electric Router 8mm,1200W Electric Router 8mm,tools,16.5,Generic,100,800-850/1200w-electric-router-8mm.jpg
100813,Angle square 18cm,Angle square 18cm,hand-tools,2.5,Generic,100,800-850/angle-square-18cm.jpg
100814,5 PCS Reciprocating Saw Blade 240 mm,5 PCS Reciprocating Saw Blade 240 mm,tools,4.5,Generic,100,800-850/5-pcs-reciprocating-saw-blade-240-mm.jpg
100815,20V  4.0A Fast intelligent charger,20V  4.0A Fast intelligent charger,tools,9,Generic,100,800-850/20v-4-0a-fast-intelligent-charger.jpg
100816,spanner 10mm automatic,spanner 10mm automatic,hand-tools,1,Generic,100,800-850/spanner-10mm-automatic.jpg
100817,Nailer Nails 50mm,Nailer Nails 50mm,fastener,2.5,Generic,100,800-850/nailer-nails-50mm.jpg
100818,Hot air gun 2000w with 6 pcs accessories,Hot air gun 2000w with 6 pcs accessories,tools,7.75,Generic,100,800-850/hot-air-gun-2000w-with-6-pcs-accessories.jpg
100819,180 Grit sand paper 125mm,180 Grit sand paper 125mm,tools,0.15,Generic,100,800-850/180-grit-sand-paper-125mm.jpg
100820,Wall chaser 5000W with waterflow for black wall,Wall chaser 5000W with waterflow for black wall,tools,75,Generic,100,800-850/wall-chaser-5000w-with-waterflow-for-black-wall.jpg
100821,HORSE SHOWER,HORSE SHOWER,tools,3.15,Generic,100,800-850/horse-shower.jpg
100822,KPWG02-3.0,KPWG02-3.0,household,100,Generic,100,800-850/kpwg02-3-0.jpg
